2019-03-21-08:35:46,40.453725205772045,-79.94557178586716
2019-03-21-08:35:57,40.45370471201879,-79.94566574700171
2019-03-21-08:36:07,40.45370663985652,-79.94575065568084
2019-03-21-08:36:17,40.45367621354801,-79.94589507587249
2019-03-21-08:36:27,40.453635351770046,-79.94602927014226
2019-03-21-08:36:36,40.45357906729025,-79.9461829104274
2019-03-21-08:36:46,40.45352999124718,-79.94630905807013
2019-03-21-08:36:56,40.45350790493232,-79.94644409053022
2019-03-21-08:37:07,40.453483262137,-79.94659999392921
2019-03-21-08:37:16,40.45345966707957,-79.9467389658838
2019-03-21-08:37:26,40.453422493339005,-79.9468679633736
2019-03-21-08:37:36,40.45336578976405,-79.94701313793654
2019-03-21-08:37:46,40.453283479474905,-79.94715479210014
2019-03-21-08:37:56,40.453226524442854,-79.94727222256357
2019-03-21-08:38:06,40.45316273815972,-79.94740800939495
2019-03-21-08:38:17,40.45313457496506,-79.94755418978626
2019-03-21-08:38:26,40.45311659578276,-79.94771537378425
2019-03-21-08:38:36,40.4530715011437,-79.94785895578558
2019-03-21-08:38:47,40.45298273678911,-79.94796532213682
2019-03-21-08:38:56,40.452996357381764,-79.94810387499625
2019-03-21-08:39:06,40.45295704625589,-79.94824636735017
2019-03-21-08:39:17,40.452940911092284,-79.94833957411343
2019-03-21-08:39:27,40.45290566518945,-79.94848256938154
2019-03-21-08:39:36,40.452868659086946,-79.94865347638721
2019-03-21-08:39:47,40.45279716145289,-79.94880083024496
2019-03-21-08:39:56,40.45273002240849,-79.9489470944553
2019-03-21-08:40:06,40.45268002435607,-79.94908992208535
2019-03-21-08:40:16,40.45264687392903,-79.94924129925663
2019-03-21-08:40:26,40.45260747898412,-79.949398208484
2019-03-21-08:40:36,40.45254746455741,-79.94952938526863
2019-03-21-08:40:46,40.4525109613691,-79.94966441772873
2019-03-21-08:40:56,40.45247596692336,-79.94980556897814
2019-03-21-08:41:06,40.45243560805959,-79.9499455467611
2019-03-21-08:41:16,40.45240300245625,-79.95009625338012
2019-03-21-08:41:26,40.45239428527695,-79.9502423499524
2019-03-21-08:41:36,40.45238623864991,-79.95039322420949
2019-03-21-08:41:47,40.452310172878626,-79.95054049424822
2019-03-21-08:41:56,40.45229030776811,-79.95068935684854
2019-03-21-08:42:06,40.45222958087963,-79.95083553723985
2019-03-21-08:42:16,40.45213243462187,-79.95094760328526
2019-03-21-08:42:26,40.45207187537146,-79.95109126910562
2019-03-21-08:42:36,40.45201906938148,-79.95122831322247
2019-03-21-08:42:46,40.45198210518849,-79.95137977421278
2019-03-21-08:42:56,40.45196429364425,-79.95153835982079
2019-03-21-08:43:07,40.451922887042585,-79.95164556436235
2019-03-21-08:43:17,40.45187464918983,-79.95178101591762
2019-03-21-08:43:26,40.45176979158116,-79.95177020326253
2019-03-21-08:43:36,40.45163953680587,-79.95174841031428
2019-03-21-08:43:46,40.451520220414224,-79.95173298761244
2019-03-21-08:43:56,40.451412261501375,-79.95166190907354
2019-03-21-08:44:06,40.45132601171774,-79.95153509087855
2019-03-21-08:44:16,40.45123322404963,-79.95142788633699
2019-03-21-08:44:27,40.45111332092476,-79.95137306869024
2019-03-21-08:44:36,40.45101076833946,-79.9513462466001
2019-03-21-08:44:46,40.45091856740457,-79.95128648363048
2019-03-21-08:44:56,40.4508005082984,-79.95120727464551
2019-03-21-08:45:06,40.450668535232964,-79.95117223829025
2019-03-21-08:45:16,40.450544189699414,-79.95108825162048
2019-03-21-08:45:26,40.450427932702425,-79.95101164102549
2019-03-21-08:45:36,40.45032672122163,-79.95092036209995
2019-03-21-08:45:46,40.45019835237456,-79.95088381700212
2019-03-21-08:45:56,40.45006797187072,-79.95084224276239
2019-03-21-08:46:06,40.4498221306507,-79.95075523860747
2019-03-21-08:46:16,40.44968789447141,-79.95072145953769
2019-03-21-08:46:26,40.44957884591115,-79.95060930967325
2019-03-21-08:46:36,40.449459278062406,-79.95052624501282
2019-03-21-08:46:46,40.44935027141166,-79.95047980926925
2019-03-21-08:46:56,40.4492280213539,-79.95042448870832
2019-03-21-08:47:06,40.449089384675446,-79.95038886561984
2019-03-21-08:47:16,40.44897681571585,-79.95036112152034
2019-03-21-08:47:26,40.44888436332387,-79.95028375655407
2019-03-21-08:47:36,40.44880930338096,-79.95025089949364
2019-03-21-08:47:46,40.44870390094858,-79.95014604188496
2019-03-21-08:47:56,40.448582950085815,-79.95004353120918
2019-03-21-08:48:06,40.44845177330118,-79.95001117706293
2019-03-21-08:48:16,40.44832361400169,-79.94994085289532
2019-03-21-08:48:26,40.4482314130668,-79.94983289398247
2019-03-21-08:48:36,40.44811473697465,-79.94976567111904
2019-03-21-08:48:46,40.44799185827416,-79.94970062755043
2019-03-21-08:48:56,40.44788662347984,-79.94963357232506
2019-03-21-08:49:06,40.44777346778702,-79.94955821901554
2019-03-21-08:49:16,40.447656498328264,-79.94949032559985
2019-03-21-08:49:26,40.44752884194296,-79.94943391539151
2019-03-21-08:49:37,40.44742578644347,-79.94935638278717
2019-03-21-08:49:46,40.44730525467586,-79.94932218462223
2019-03-21-08:49:57,40.447182292156334,-79.9492597394436
2019-03-21-08:50:06,40.44703778814566,-79.94917474694545
2019-03-21-08:50:16,40.447002500333305,-79.94929444052273
2019-03-21-08:50:26,40.44700162023347,-79.94945671416814
2019-03-21-08:50:36,40.44700187169057,-79.94965243160719
2019-03-21-08:50:46,40.44695447202813,-79.94979559451336
2019-03-21-08:50:57,40.44687170073431,-79.94994269691402
2019-03-21-08:51:06,40.44678595386487,-79.95008611127729
2019-03-21-08:51:16,40.44676759749692,-79.95025064803654
2019-03-21-08:51:26,40.44679999355268,-79.95043178096408
2019-03-21-08:51:36,40.446823001876886,-79.95061266243452
2019-03-21-08:51:46,40.446831509508606,-79.95077133186156
2019-03-21-08:51:56,40.44684043623548,-79.95093042038376
2019-03-21-08:52:06,40.446847183667536,-79.95113586083049
2019-03-21-08:52:16,40.4468092974652,-79.95126896545285
2019-03-21-08:52:26,40.446831928603764,-79.9514548760652
2019-03-21-08:52:36,40.44680669907522,-79.95161890991027
2019-03-21-08:52:46,40.44676055669826,-79.95178160265084
2019-03-21-08:52:56,40.44669081926387,-79.95193826042112
2019-03-21-08:53:06,40.44657066468191,-79.95205694817002
2019-03-21-08:53:16,40.446444014124985,-79.95207823820408
2019-03-21-08:53:26,40.446361871473904,-79.95222492150958
2019-03-21-08:53:36,40.44628341686022,-79.95237202391024
2019-03-21-08:53:46,40.446202615313645,-79.95252080269154
2019-03-21-08:53:56,40.44610358312767,-79.95262348100539
2019-03-21-08:54:06,40.446015447415824,-79.95273789398368
2019-03-21-08:54:16,40.44592370748561,-79.9528766983002
2019-03-21-08:54:26,40.44583406303119,-79.95298071771856
2019-03-21-08:54:36,40.44575053736609,-79.95309739381071
2019-03-21-08:54:46,40.44566512577277,-79.95307660669084
2019-03-21-08:54:56,40.445567434691306,-79.95298692032691
2019-03-21-08:55:06,40.44545469809365,-79.95303905576463
2019-03-21-08:55:16,40.445336345620866,-79.95304559364911
2019-03-21-08:55:26,40.445218998976465,-79.95314391337331
2019-03-21-08:55:36,40.44509368952405,-79.95320417925711
2019-03-21-08:55:46,40.444973451123055,-79.95326209820803
2019-03-21-08:55:56,40.444857613221224,-79.95333326056596
2019-03-21-08:56:06,40.4447499895845,-79.95340811096128
2019-03-21-08:56:16,40.44466432653409,-79.95344230912622
2019-03-21-08:56:26,40.444609215520735,-79.95343878872688
2019-03-21-08:56:36,40.44458101041656,-79.95346904739733
2019-03-21-10:59:50,40.444604389189216,-79.9536177767722
2019-03-21-11:00:00,40.44459144588601,-79.95348203934725
2019-03-21-11:01:02,40.44461055662524,-79.95344356641169
2019-03-21-11:01:10,40.44463058937382,-79.95343585506077
2019-03-21-11:01:20,40.44470590077382,-79.9535329174995
2019-03-21-11:01:30,40.444764113091345,-79.95364255279299
2019-03-21-11:01:40,40.444876723960455,-79.95374690748747
2019-03-21-11:01:50,40.44500354215544,-79.95378814645107
2019-03-21-11:02:00,40.44510751966428,-79.95367582894858
2019-03-21-11:02:10,40.44519687075209,-79.953550100401
2019-03-21-11:02:20,40.445289197415526,-79.95346100077029
2019-03-21-11:02:30,40.445375908203836,-79.95334893472489
2019-03-21-11:02:40,40.445453021713014,-79.95321633301671
2019-03-21-11:02:50,40.44551592789632,-79.9531206116825
2019-03-21-11:03:00,40.44560854792636,-79.9529491179436
2019-03-21-11:03:10,40.445703431070264,-79.95280092589553
2019-03-21-11:03:20,40.44578867502552,-79.95268332779403
2019-03-21-11:03:30,40.44587144631934,-79.95258785791691
2019-03-21-11:03:40,40.445950068571086,-79.95248207829889
2019-03-21-11:03:50,40.44604126367759,-79.95239071555432
2019-03-21-11:04:00,40.446120263114985,-79.95226037696
2019-03-21-11:04:10,40.44621133249294,-79.95214847855266
2019-03-21-11:04:20,40.446289535649534,-79.95202501311894
2019-03-21-11:04:30,40.44631321452599,-79.95198536671694
2019-03-21-11:04:40,40.446317950301285,-79.95197748772796
2019-03-21-11:04:50,40.44632042296272,-79.95197631426151
2019-03-21-11:05:00,40.446320171505626,-79.9519686029106
2019-03-21-11:05:10,40.446316022463556,-79.95197396732863
2019-03-21-11:05:20,40.4463671520729,-79.95199995122846
2019-03-21-11:05:30,40.446536592245515,-79.95203062899407
2019-03-21-11:05:40,40.4466089699794,-79.95202425874766
2019-03-21-11:05:50,40.44672317341011,-79.95207102976735
2019-03-21-11:06:00,40.44683976568323,-79.95210883215066
2019-03-21-11:06:10,40.44697333131027,-79.95214554488655
2019-03-21-11:06:20,40.44709784448188,-79.9521805812418
2019-03-21-11:06:30,40.44721196409356,-79.95222668170925
2019-03-21-11:06:40,40.447334549427445,-79.95229960426684
2019-03-21-11:06:50,40.44743597045582,-79.95234000504013
2019-03-21-11:07:00,40.447533954903896,-79.95240739554163
2019-03-21-11:07:10,40.447666305154975,-79.95246028535064
2019-03-21-11:07:20,40.44782991990488,-79.95253723122175
2019-03-21-11:07:30,40.447962647341605,-79.95262130171056
2019-03-21-11:07:40,40.44807911388617,-79.95268684819337
2019-03-21-11:07:50,40.448200400025065,-79.95272398002442
2019-03-21-11:08:00,40.44831196315628,-79.95258727118369
2019-03-21-11:08:10,40.448435638137575,-79.95245165199037
2019-03-21-11:08:20,40.44855767864775,-79.95233397006984
2019-03-21-11:08:30,40.44868248518598,-79.95222785517569
2019-03-21-11:08:40,40.44880469333422,-79.95203750215467
2019-03-21-11:08:50,40.448896056078794,-79.95190221823748
2019-03-21-11:09:00,40.44899194505108,-79.95176064789291
2019-03-21-11:09:10,40.44908720538062,-79.95165377862746
2019-03-21-11:09:20,40.44921238910449,-79.95144766762847
2019-03-21-11:09:30,40.44936586175156,-79.95126997128123
2019-03-21-11:09:40,40.449446034655395,-79.95114868514234
2019-03-21-11:09:50,40.44954460583669,-79.95099680505687
2019-03-21-11:10:00,40.44964359611315,-79.95086110204453
2019-03-21-11:10:10,40.449762200043025,-79.95070595301682
2019-03-21-11:10:20,40.44984786309344,-79.9505896122008
2019-03-21-11:10:30,40.449954522811296,-79.95070595301682
2019-03-21-11:10:40,40.45007145036054,-79.95077376261348
2019-03-21-11:10:50,40.45014864768875,-79.9508398958295
2019-03-21-11:11:00,40.4502867395435,-79.95095045313234
2019-03-21-11:11:10,40.450424999036315,-79.9510418158769
2019-03-21-11:11:20,40.45058228544933,-79.9511300773173
2019-03-21-11:11:30,40.45073491990608,-79.95118950501079
2019-03-21-11:11:40,40.45082209169907,-79.95130282834167
2019-03-21-11:11:50,40.45090905394447,-79.95136795572931
2019-03-21-11:12:00,40.45106692709071,-79.95144884109492
2019-03-21-11:12:10,40.45122534506065,-79.95153131902212
2019-03-21-11:12:20,40.45137408193243,-79.95161723352963
2019-03-21-11:12:30,40.45152499809903,-79.95169275447722
2019-03-21-11:12:40,40.45165391176981,-79.951792582944
